id,telegram,type,date,author,caption,keywords,filename
588,https://t.me/jotchuacontent/588,photo,2026-06-17 06:00:38,Enmaaaa Crypto,Jotchua in an Indonesia jersey holding the World Cup,"indonesia, soccer, trophy",photo_588_0.jpg
587,https://t.me/jotchuacontent/587,photo,2026-06-17 06:00:38,Enmaaaa Crypto,Jotchua dressed as Naruto in an orange jumpsuit,"naruto, ninja, anime",photo_587_0.jpg
586,https://t.me/jotchuacontent/586,photo,2026-06-17 06:00:37,Enmaaaa Crypto,Jotchua in an Argentina jersey holding the World Cup,"argentina, soccer, trophy",photo_586_0.jpg
585,https://t.me/jotchuacontent/585,photo,2026-06-17 06:00:37,Enmaaaa Crypto,Jotchua in a Portugal jersey holding the World Cup,"portugal, soccer, trophy",photo_585_0.jpg
584,https://t.me/jotchuacontent/584,photo,2026-06-17 06:00:37,Enmaaaa Crypto,Jotchua as Naruto with whiskers and headband,"naruto, ninja, costume",photo_584_0.jpg
583,https://t.me/jotchuacontent/583,photo,2026-06-17 06:00:37,Enmaaaa Crypto,Jotchua as Gojo with white hair and blindfold,"gojo, anime, blindfold",photo_583_0.jpg
582,https://t.me/jotchuacontent/582,photo,2026-06-17 06:00:37,Enmaaaa Crypto,Jotchua dressed as Sakura from Naruto,"sakura, naruto, anime",photo_582_0.jpg
581,https://t.me/jotchuacontent/581,photo,2026-06-17 06:00:37,Enmaaaa Crypto,Jotchua as Pain in an Akatsuki cloak,"pain, naruto, akatsuki",photo_581_0.jpg
580,https://t.me/jotchuacontent/580,photo,2026-06-17 06:00:37,Enmaaaa Crypto,Jotchua dressed as young Sasuke from Naruto,"sasuke, naruto, ninja",photo_580_0.jpg
579,https://t.me/jotchuacontent/579,photo,2026-06-17 06:00:37,Enmaaaa Crypto,Jotchua in a suit as stocks shoot up,"stocks, businessman, rich",photo_579_0.jpg
578,https://t.me/jotchuacontent/578,photo,2026-06-17 05:58:13,Enmaaaa Crypto,Jotchua as Peter Griffin with house glasses,"peter-griffin, sunglasses, costume",photo_578_0.jpg
577,https://t.me/jotchuacontent/577,photo,2026-06-17 05:57:07,Enmaaaa Crypto,"Jotchua with a house hat, blue hair, and a joint","house, smoking, costume",photo_577_0.jpg
576,https://t.me/jotchuacontent/576,photo,2026-06-17 05:57:07,Enmaaaa Crypto,Giant Jotchua looming over a city like Godzilla,"giant, godzilla, storm",photo_576_0.jpg
575,https://t.me/jotchuacontent/575,photo,2026-06-17 05:57:07,Enmaaaa Crypto,Jotchua in a suit celebrating with arms wide,"celebrating, speech, suit",photo_575_0.jpg
574,https://t.me/jotchuacontent/574,photo,2026-06-17 05:57:07,Enmaaaa Crypto,Jotchua sitting alone on a yellow park swing,"swing, sad, sitting",photo_574_0.jpg
573,https://t.me/jotchuacontent/573,photo,2026-06-17 05:57:07,Enmaaaa Crypto,Jotchua as Ichigo in a black soul reaper robe,"ichigo, bleach, anime",photo_573_0.jpg
570,https://t.me/jotchuacontent/570,photo,2026-06-17 05:57:07,Enmaaaa Crypto,Jotchua in a black coat looking back by the river,"sad, coat, river",photo_570_0.jpg
569,https://t.me/jotchuacontent/569,photo,2026-06-17 05:57:07,Enmaaaa Crypto,Tuxedo Jotchua sits on a private jet with a man,"tuxedo, plane, rich",photo_569_0.jpg
568,https://t.me/jotchuacontent/568,photo,2026-06-17 05:57:07,Enmaaaa Crypto,Jotchua cries with a huge white tear spray,"crying, tears, sad",photo_568_0.jpg
567,https://t.me/jotchuacontent/567,photo,2026-06-17 05:56:06,Enmaaaa Crypto,Tuxedo Jotchua lies in a hospital bed on IV,"hospital, sick, tuxedo",photo_567_0.jpg
566,https://t.me/jotchuacontent/566,photo,2026-06-17 05:56:06,Enmaaaa Crypto,Tuxedo Jotchua rides a little blue tricycle,"tricycle, riding, park",photo_566_0.jpg
565,https://t.me/jotchuacontent/565,photo,2026-06-17 05:56:06,Enmaaaa Crypto,Tuxedo Jotchua holds huge stacks of cash,"money, rich, tuxedo",photo_565_0.jpg
564,https://t.me/jotchuacontent/564,photo,2026-06-17 05:56:06,Enmaaaa Crypto,Giant Jotchua in a tank top sits on a mixer truck,"giant, truck, flex",photo_564_0.jpg
563,https://t.me/jotchuacontent/563,photo,2026-06-17 05:56:06,Enmaaaa Crypto,Jotchua in a yellow raincoat feeds pigeons fried chicken,"raincoat, fried-chicken, pigeons",photo_563_0.jpg
562,https://t.me/jotchuacontent/562,photo,2026-06-17 05:56:06,Enmaaaa Crypto,Jotchua in a blue suit aims a gun in GTA,"gta, gun, suit",photo_562_0.jpg
561,https://t.me/jotchuacontent/561,photo,2026-06-17 05:56:06,Enmaaaa Crypto,Jotchua walks as CJ saying here we go again,"gta, walking, cj",photo_561_0.jpg
560,https://t.me/jotchuacontent/560,photo,2026-06-17 05:56:06,Enmaaaa Crypto,Jotchua face overlays a falling trading chart,"trading, chart, dump",photo_560_0.jpg
557,https://t.me/jotchuacontent/557,photo,2026-06-17 05:54:22,Enmaaaa Crypto,Jotchua and an anime girl sit on a rooftop,"rooftop, sunset, anime",photo_557_0.jpg
556,https://t.me/jotchuacontent/556,photo,2026-06-17 05:54:22,Enmaaaa Crypto,Jotchua in a suit holds red and green candles,"trading, candles, suit",photo_556_0.jpg
555,https://t.me/jotchuacontent/555,photo,2026-06-17 05:54:22,Enmaaaa Crypto,Jotchua flies through space firing a green beam,"flying, space, beam",photo_555_0.jpg
554,https://t.me/jotchuacontent/554,photo,2026-06-17 05:54:22,Enmaaaa Crypto,Jotchua and friends in camo hold a black flag,"soldier, war, squad",photo_554_0.jpg
552,https://t.me/jotchuacontent/552,photo,2026-06-17 05:32:00,peacefuldestroy,A sci-fi city packed with hundreds of Jotchuas,"city, crowd, skyscraper",photo_552_0.jpg
551,https://t.me/jotchuacontent/551,photo,2026-06-17 02:09:51,peacefuldestroy,Google listing for Jotchua Tree National Park,"park, google, maps",photo_551_0.jpg
550,https://t.me/jotchuacontent/550,photo,2026-06-17 02:09:51,peacefuldestroy,Jotchua as a Roman soldier with helmet and shield,"roman, soldier, helmet",photo_550_0.jpg
549,https://t.me/jotchuacontent/549,photo,2026-06-17 02:09:50,peacefuldestroy,Jotchua dressed as Giorno from JoJo,"jojo, giorno, anime",photo_549_0.jpg
548,https://t.me/jotchuacontent/548,photo,2026-06-17 02:09:50,peacefuldestroy,Jotchua sleeps in a blue polka-dot nightcap,"sleepy, nightcap, bedtime",photo_548_0.jpg
547,https://t.me/jotchuacontent/547,photo,2026-06-17 02:05:50,peacefuldestroy,Joshua trees sprout Jotchua heads in the desert,"trees, desert, joshua-tree",photo_547_0.jpg
546,https://t.me/jotchuacontent/546,photo,2026-06-17 02:05:21,peacefuldestroy,Jotchua streams on Twitch wearing a headset,"streaming, twitch, headset",photo_546_0.jpg
545,https://t.me/jotchuacontent/545,photo,2026-06-17 02:05:19,peacefuldestroy,Tuxedo Jotchua gets neuralyzed in Men in Black,"tuxedo, movie, staring",photo_545_0.jpg
544,https://t.me/jotchuacontent/544,photo,2026-06-17 02:05:18,peacefuldestroy,Jotchua stands in a conspiracy collage of drones,"conspiracy, drones, matrix",photo_544_0.jpg
543,https://t.me/jotchuacontent/543,photo,2026-06-17 02:05:18,peacefuldestroy,Every US state votes Jotchua on the election map,"election, map, winner",photo_543_0.jpg
542,https://t.me/jotchuacontent/542,photo,2026-06-17 02:05:17,peacefuldestroy,Jotchua as the Sphinx in front of a pyramid,"pyramid, sphinx, egypt",photo_542_0.jpg
541,https://t.me/jotchuacontent/541,photo,2026-06-17 02:05:17,peacefuldestroy,Helmeted Jotchua wades a jungle river with a rifle,"war, soldier, rifle",photo_541_0.jpg
540,https://t.me/jotchuacontent/540,photo,2026-06-17 02:05:16,peacefuldestroy,Jotchua looms over a scared person in the dark,"scary, horror, lurking",photo_540_0.jpg
539,https://t.me/jotchuacontent/539,photo,2026-06-17 02:05:15,peacefuldestroy,A red circle points to tiny Jotchua in a field,"spotting, field, pointing",photo_539_0.jpg
538,https://t.me/jotchuacontent/538,photo,2026-06-17 02:05:15,peacefuldestroy,Jotchua says good morning bro in a speech bubble,"morning, hello, speech-bubble",photo_538_0.jpg
537,https://t.me/jotchuacontent/537,photo,2026-06-17 02:00:25,peacefuldestroy,Round chubby Jotchua stands with tiny arms,"chubby, standing, round",photo_537_0.jpg
536,https://t.me/jotchuacontent/536,photo,2026-06-17 01:59:36,peacefuldestroy,Jotchua as Chica in Five Nights at Freddy's,"fnaf, chica, scary",photo_536_0.jpg
535,https://t.me/jotchuacontent/535,photo,2026-06-17 01:59:28,peacefuldestroy,Jotchua is the only one that has no end,"best-friend, love, loyalty",photo_535_0.jpg
534,https://t.me/jotchuacontent/534,photo,2026-06-17 01:58:53,peacefuldestroy,Jotchua holds a chain on a ghostly walking man,"chain, ghost, soul",photo_534_0.jpg
533,https://t.me/jotchuacontent/533,photo,2026-06-17 01:58:40,peacefuldestroy,Jotchua carved into Mount Rushmore,"rushmore, president, carved",photo_533_0.jpg
532,https://t.me/jotchuacontent/532,photo,2026-06-17 01:58:19,peacefuldestroy,Texts say you only send Jotchua pictures,"texting, chat, personality",photo_532_0.jpg
531,https://t.me/jotchuacontent/531,photo,2026-06-17 01:57:12,peacefuldestroy,Dark Jotchua face with a grim overlay,"dark, scary, horror",photo_531_0.jpg
530,https://t.me/jotchuacontent/530,photo,2026-06-17 01:55:33,peacefuldestroy,Jotchua stands on hind legs with arms out,"standing, upright, t-pose",photo_530_0.jpg
529,https://t.me/jotchuacontent/529,photo,2026-06-17 01:54:01,peacefuldestroy,Jotchua mapped with golden ratio diagrams,"math, golden-ratio, geometry",photo_529_0.jpg
528,https://t.me/jotchuacontent/528,photo,2026-06-17 01:53:47,peacefuldestroy,Jotchua as Heisenberg in a Breaking Bad collage,"breaking-bad, heisenberg, collage",photo_528_0.jpg
527,https://t.me/jotchuacontent/527,photo,2026-06-17 01:53:38,peacefuldestroy,Two guys call a Jotchua picture splendid,"speech-bubble, talking, showing",photo_527_0.jpg
526,https://t.me/jotchuacontent/526,photo,2026-06-17 01:53:32,peacefuldestroy,Fedora Jotchua says bro is proud of me,"fedora, proud, dad",photo_526_0.jpg
525,https://t.me/jotchuacontent/525,photo,2026-06-17 01:53:24,peacefuldestroy,Standing Jotchua deals huge damage per second,"gaming, standing, dps",photo_525_0.jpg
524,https://t.me/jotchuacontent/524,photo,2026-06-17 01:53:22,peacefuldestroy,Simple ink sketch of Jotchua looking up,"sketch, drawing, portrait",photo_524_0.jpg
523,https://t.me/jotchuacontent/523,photo,2026-06-16 19:52:07,Ayo.,McDonald's Jotchua knows a giga candle is coming,"mcdonalds, wojak, cashier",photo_523_0.jpg
522,https://t.me/jotchuacontent/522,video,2026-06-16 18:09:23,peacefuldestroy,Angry Jotchua zooms in with a crying overlay,"zoom, angry, crying",522_IMG_8462.MOV
520,https://t.me/jotchuacontent/520,video,2026-06-16 17:46:43,peacefuldestroy,Jotchua stares from the dark then a crew walks,"crew, walking, dark",520_IMG_8460.MOV
519,https://t.me/jotchuacontent/519,video,2026-06-16 17:41:33,peacefuldestroy,Jotchua throws ice with an Uno reverse overlay,"uno-reverse, ice, laser-eyes",519_IMG_8459.MOV
516,https://t.me/jotchuacontent/516,photo,2026-06-16 16:08:01,peacefuldestroy,Jotchua maxxing collage of relaxing with no job,"collage, relaxing, napping",photo_516_0.jpg
514,https://t.me/jotchuacontent/514,photo,2026-06-16 13:52:19,peacefuldestroy,Jotchua wears a purple Killua wig and shirt,"killua, wig, anime",photo_514_0.jpg
507,https://t.me/jotchuacontent/507,photo,2026-06-16 03:09:55,"remus (⚫️,◻️)",Graduate Jotchua says you are not a failure,"graduation, rainbow, cap",photo_507_0.jpg
506,https://t.me/jotchuacontent/506,photo,2026-06-16 03:09:55,"remus (⚫️,◻️)",Jotchua on a beach chair says hang in there,"beach, vacation, palms",photo_506_0.jpg
505,https://t.me/jotchuacontent/505,photo,2026-06-16 03:09:54,"remus (⚫️,◻️)",Astronaut Jotchua pumps gas beside a moon lander,"moon, astronaut, space",photo_505_0.jpg
504,https://t.me/jotchuacontent/504,photo,2026-06-16 03:09:53,"remus (⚫️,◻️)",Google results saying Jotchua won the election,"google, election, president",photo_504_0.jpg
500,https://t.me/jotchuacontent/500,photo,2026-06-16 01:33:25,peacefuldestroy,Pack of tuxedo Jotchuas smoking cigars at a club,"tuxedo, cigar, rich",photo_500_0.jpg
499,https://t.me/jotchuacontent/499,photo,2026-06-16 01:02:45,peacefuldestroy,Jotchua as a Clash Royale prince with a lance,"knight, helmet, clash-royale",photo_499_0.jpg
498,https://t.me/jotchuacontent/498,photo,2026-06-16 01:02:31,peacefuldestroy,Jotchua as Mega Man with a blue helmet,"megaman, helmet, gaming",photo_498_0.jpg
480,https://t.me/jotchuacontent/480,photo,2026-06-15 18:06:41,Pacman 🍁,Jotchua snowboards a red board against blue sky,"snowboarding, jumping, airborne",photo_480_0.jpg
478,https://t.me/jotchuacontent/478,photo,2026-06-15 12:39:17,peacefuldestroy,Jotchua with angry eyebrows drawn on,"angry, eyebrows, mad",photo_478_0.jpg
476,https://t.me/jotchuacontent/476,photo,2026-06-15 12:39:14,peacefuldestroy,Jotchua in a blue and gold warrior costume,"costume, warrior, mustache",photo_476_0.jpg
474,https://t.me/jotchuacontent/474,photo,2026-06-15 12:39:13,peacefuldestroy,Simple drawing of Jotchua on green,"drawing, portrait, sketch",photo_474_0.jpg
473,https://t.me/jotchuacontent/473,photo,2026-06-15 12:39:12,peacefuldestroy,Jotchua wearing a knight helmet and shoulder armor,"helmet, armor, knight",photo_473_0.jpg
472,https://t.me/jotchuacontent/472,photo,2026-06-15 12:39:11,peacefuldestroy,Jotchua as Senku with green hair and goggles,"goggles, scientist, anime",photo_472_0.jpg
471,https://t.me/jotchuacontent/471,photo,2026-06-15 12:39:11,peacefuldestroy,Angel Jotchua with a halo on sparkly pink,"angel, halo, wings",photo_471_0.jpg
470,https://t.me/jotchuacontent/470,photo,2026-06-15 12:39:11,peacefuldestroy,Jotchua sleeping peacefully with blue zzz,"sleepy, zzz, napping",photo_470_0.jpg
469,https://t.me/jotchuacontent/469,photo,2026-06-15 12:39:11,peacefuldestroy,Jotchua in a rainbow clown wig and red nose,"clown, rainbow, wig",photo_469_0.jpg
468,https://t.me/jotchuacontent/468,photo,2026-06-15 12:39:10,peacefuldestroy,Jotchua wearing a two-tone dreadlocks wig,"dreads, wig, rapper",photo_468_0.jpg
467,https://t.me/jotchuacontent/467,photo,2026-06-15 12:39:08,peacefuldestroy,Jotchua squinting in a straw hat looking cold,"straw-hat, cold, squinting",photo_467_0.jpg
466,https://t.me/jotchuacontent/466,photo,2026-06-15 12:39:07,peacefuldestroy,Wet Jotchua staring sadly in close-up,"wet, sad, closeup",photo_466_0.jpg
465,https://t.me/jotchuacontent/465,photo,2026-06-15 12:39:07,peacefuldestroy,Bald Jotchua staring blankly at the camera,"bald, shaved, staring",photo_465_0.jpg
464,https://t.me/jotchuacontent/464,photo,2026-06-15 12:39:06,peacefuldestroy,Jotchua flipping the camera off looking unimpressed,"middle-finger, rude, angry",photo_464_0.jpg
463,https://t.me/jotchuacontent/463,photo,2026-06-15 12:39:06,peacefuldestroy,Jotchua crying in a suit in the rain,"crying, suit, sad",photo_463_0.jpg
462,https://t.me/jotchuacontent/462,photo,2026-06-15 12:39:05,peacefuldestroy,Crying Jotchua calling on a flip phone,"phone, crying, calling",photo_462_0.jpg
461,https://t.me/jotchuacontent/461,photo,2026-06-15 12:39:04,peacefuldestroy,Papercraft cube Jotchua holding a little sign,"papercraft, cube, robot",photo_461_0.jpg
460,https://t.me/jotchuacontent/460,photo,2026-06-15 12:39:04,peacefuldestroy,Papercraft fold-out of cube Jotchua,"papercraft, cube, diy",photo_460_0.jpg
454,https://t.me/jotchuacontent/454,photo,2026-06-15 12:17:56,peacefuldestroy,Jotchua in a Milwaukee hard hat with pliers,"construction, hard-hat, pliers",photo_454_0.jpg
453,https://t.me/jotchuacontent/453,photo,2026-06-15 12:17:55,peacefuldestroy,Jotchua as Super Saiyan Gohan with purple hair,"super-saiyan, anime, purple",photo_453_0.jpg
452,https://t.me/jotchuacontent/452,photo,2026-06-15 12:17:55,peacefuldestroy,Jotchua in a fedora with wine and monocle,"fedora, wine, monocle",photo_452_0.jpg
451,https://t.me/jotchuacontent/451,photo,2026-06-15 12:17:54,peacefuldestroy,Nerdy Jotchua with round glasses and a notebook,"glasses, nerd, studying",photo_451_0.jpg
450,https://t.me/jotchuacontent/450,photo,2026-06-15 12:17:53,peacefuldestroy,Jotchua as Megumi in a blue jujutsu uniform,"anime, spiky, costume",photo_450_0.jpg
449,https://t.me/jotchuacontent/449,photo,2026-06-15 12:17:53,peacefuldestroy,Jotchua as El Chavo at a birthday party,"birthday, hat, balloons",photo_449_0.jpg
448,https://t.me/jotchuacontent/448,photo,2026-06-15 12:17:53,peacefuldestroy,Jotchua as Deku with green hair and lightning,"anime, lightning, green-hair",photo_448_0.jpg
447,https://t.me/jotchuacontent/447,photo,2026-06-15 12:17:53,peacefuldestroy,Jotchua posing in front of night fireworks,"fireworks, celebrating, night",photo_447_0.jpg
446,https://t.me/jotchuacontent/446,photo,2026-06-15 12:17:52,peacefuldestroy,Jotchua in a Brazil soccer jersey at a stadium,"soccer, brazil, jersey",photo_446_0.jpg
445,https://t.me/jotchuacontent/445,photo,2026-06-15 12:17:52,peacefuldestroy,Jotchua wearing The Flash superhero mask,"flash, superhero, mask",photo_445_0.jpg
444,https://t.me/jotchuacontent/444,photo,2026-06-15 12:17:50,peacefuldestroy,Jotchua in a JoJo hat with menace lines,"jojo, hat, anime",photo_444_0.jpg
443,https://t.me/jotchuacontent/443,photo,2026-06-15 12:17:49,peacefuldestroy,Jotchua as Saitama in a cracked hero suit,"superhero, bald, cape",photo_443_0.jpg
442,https://t.me/jotchuacontent/442,photo,2026-06-15 12:17:49,peacefuldestroy,Jotchua as Elvis with a black pompadour,"elvis, pompadour, singer",photo_442_0.jpg
441,https://t.me/jotchuacontent/441,photo,2026-06-15 12:17:48,peacefuldestroy,Renaissance Jotchua in a ruff collar by the sea,"renaissance, collar, painting",photo_441_0.jpg
440,https://t.me/jotchuacontent/440,photo,2026-06-15 12:17:48,peacefuldestroy,Jotchua in an orange helmet and racing jacket,"helmet, goggles, racing",photo_440_0.jpg
439,https://t.me/jotchuacontent/439,photo,2026-06-15 12:17:47,peacefuldestroy,Soldier Jotchua in a helmet amid tanks and smoke,"soldier, war, helmet",photo_439_0.jpg
438,https://t.me/jotchuacontent/438,photo,2026-06-15 12:17:46,peacefuldestroy,Purple-eyed Jotchua in a Minecraft End landscape,"minecraft, purple, enderman",photo_438_0.jpg
437,https://t.me/jotchuacontent/437,photo,2026-06-15 12:17:46,peacefuldestroy,Princess Jotchua wearing a crown with flowers,"princess, crown, cute",photo_437_0.jpg
436,https://t.me/jotchuacontent/436,photo,2026-06-15 12:17:40,peacefuldestroy,Jotchua as Goku with spiky hair and a black gi,"goku, anime, spiky",photo_436_0.jpg
435,https://t.me/jotchuacontent/435,photo,2026-06-15 12:17:39,peacefuldestroy,Super Saiyan Jotchua with spiky hair and lightning,"super-saiyan, lightning, anime",photo_435_0.jpg
434,https://t.me/jotchuacontent/434,photo,2026-06-15 12:17:37,peacefuldestroy,Jotchua wearing a red and white propeller hat,"propeller, hat, beanie",photo_434_0.jpg
433,https://t.me/jotchuacontent/433,photo,2026-06-15 12:17:36,peacefuldestroy,Jotchua with a pixel burger hat in the snow,"minecraft, burger, snow",photo_433_0.jpg
432,https://t.me/jotchuacontent/432,photo,2026-06-15 12:17:36,peacefuldestroy,Jotchua's face as the sun over a green meadow,"sunshine, happy, meadow",photo_432_0.jpg
431,https://t.me/jotchuacontent/431,photo,2026-06-15 12:17:35,peacefuldestroy,Chef Jotchua in a white hat holding a spoon,"cooking, chef, kitchen",photo_431_0.jpg
430,https://t.me/jotchuacontent/430,photo,2026-06-15 12:17:34,peacefuldestroy,Jotchua sitting in front of a pile of gold,"rich, gold, money",photo_430_0.jpg
429,https://t.me/jotchuacontent/429,photo,2026-06-15 12:17:34,peacefuldestroy,Shy Jotchua blushing with pink cheeks,"blush, shy, cute",photo_429_0.jpg
428,https://t.me/jotchuacontent/428,photo,2026-06-15 12:17:33,peacefuldestroy,Angry superhero Jotchua in a yellow mask,"superhero, angry, mask",photo_428_0.jpg
427,https://t.me/jotchuacontent/427,photo,2026-06-15 12:17:33,peacefuldestroy,Cute superhero Jotchua with huge round eyes,"superhero, cute, cape",photo_427_0.jpg
426,https://t.me/jotchuacontent/426,photo,2026-06-15 12:17:33,peacefuldestroy,Superhero Jotchua staring with white goggle eyes,"superhero, goggles, staring",photo_426_0.jpg
425,https://t.me/jotchuacontent/425,photo,2026-06-15 12:17:33,peacefuldestroy,Jotchua as Omni-Man with a mustache and red cape,"mustache, cape, superhero",photo_425_0.jpg
424,https://t.me/jotchuacontent/424,photo,2026-06-15 12:17:30,peacefuldestroy,Jotchua as a blurry Among Us crewmate,"among-us, impostor, crewmate",photo_424_0.jpg
423,https://t.me/jotchuacontent/423,photo,2026-06-15 12:17:30,peacefuldestroy,Assembled paper cube Jotchua standing on a desk,"papercraft, cube, origami",photo_423_0.jpg
422,https://t.me/jotchuacontent/422,photo,2026-06-15 12:17:29,peacefuldestroy,Jotchua wearing pixel deal-with-it sunglasses,"sunglasses, deal-with-it, pixel",photo_422_0.jpg
421,https://t.me/jotchuacontent/421,photo,2026-06-15 12:17:28,peacefuldestroy,Unamused Jotchua with thick skeptical eyebrows,"unamused, eyebrows, side-eye",photo_421_0.jpg
420,https://t.me/jotchuacontent/420,photo,2026-06-15 12:17:28,peacefuldestroy,Jotchua as Majin Buu with a pink antenna,"anime, pink, majin-buu",photo_420_0.jpg
419,https://t.me/jotchuacontent/419,photo,2026-06-15 12:17:27,peacefuldestroy,Super Saiyan Jotchua on a Dragon Ball manga page,"super-saiyan, anime, manga",photo_419_0.jpg
418,https://t.me/jotchuacontent/418,photo,2026-06-15 12:17:27,peacefuldestroy,Jotchua staring with glowing red demon eyes,"red-eyes, demon, creepy",photo_418_0.jpg
417,https://t.me/jotchuacontent/417,photo,2026-06-15 12:17:26,peacefuldestroy,Jotchua with red eyes holding a smoking joint,"smoking, stoned, high",photo_417_0.jpg
416,https://t.me/jotchuacontent/416,sticker,2026-06-15 07:34:09,peacefuldestroy,Jotchua staring cute at the camera,"cute, staring, closeup",416_sticker.webp
412,https://t.me/jotchuacontent/412,photo,2026-06-15 06:20:43,peacefuldestroy,Hooded Jotchua telling a penguin to do it,"hoodie, penguin, do-it",photo_412_0.jpg
410,https://t.me/jotchuacontent/410,photo,2026-06-15 05:56:10,Mikasa,Wanted poster of Jotchua pointing like Uncle Sam,"wanted, pointing, uncle-sam",photo_410_0.jpg
402,https://t.me/jotchuacontent/402,video,2026-06-14 21:29:36,Ether,Jotchua in sunglasses chats over drinks at a party,"sunglasses, party, talking",402_file_402_0.mp4
401,https://t.me/jotchuacontent/401,photo,2026-06-14 17:52:11,Ether,Jotchua riding a roller coaster with arms up,"roller-coaster, excited, hands-up",photo_401_0.jpg
400,https://t.me/jotchuacontent/400,photo,2026-06-14 17:52:11,Ether,Jotchua crew hanging out counting cash at a cafe,"money, cafe, sunglasses",photo_400_0.jpg
399,https://t.me/jotchuacontent/399,photo,2026-06-14 17:52:11,Ether,Suited Jotchua pointing at teddy bears on a cape,"suit, pointing, whiskey",photo_399_0.jpg
398,https://t.me/jotchuacontent/398,photo,2026-06-14 17:52:11,Ether,Jotchua tucked in a blanket sleeping on grass,"sleepy, blanket, bedtime",photo_398_0.jpg
397,https://t.me/jotchuacontent/397,photo,2026-06-14 17:52:11,Ether,Car full of girls and Jotchua pups in hats,"car, selfie, hat",photo_397_0.jpg
396,https://t.me/jotchuacontent/396,photo,2026-06-14 17:52:11,Ether,Jotchua pushing a wheelbarrow through Mario world,"wheelbarrow, working, mario",photo_396_0.jpg
395,https://t.me/jotchuacontent/395,photo,2026-06-14 17:52:11,Ether,Four Jotchuas crossing the street like Abbey Road,"abbey-road, walking, crossing",photo_395_0.jpg
394,https://t.me/jotchuacontent/394,photo,2026-06-14 17:52:11,Ether,Four Jotchuas playing poker under a smoky lamp,"poker, cards, smoking",photo_394_0.jpg
393,https://t.me/jotchuacontent/393,photo,2026-06-14 17:52:11,Ether,Jotchua wearing Jotaro's hat with JoJo menace,"jojo, hat, menacing",photo_393_0.jpg
392,https://t.me/jotchuacontent/392,photo,2026-06-14 12:54:29,"remus (⚫️,◻️)",Jotchua pumping gas labeled unleashed delusion,"gas-station, pumping, slurpee",photo_392_0.jpg
391,https://t.me/jotchuacontent/391,photo,2026-06-14 12:54:28,"remus (⚫️,◻️)",Google search asking why Jotchua looks like that,"google, search, confused",photo_391_0.jpg
389,https://t.me/jotchuacontent/389,photo,2026-06-14 12:54:27,"remus (⚫️,◻️)",Jotchua sitting in a messy warehouse workshop,"workshop, messy, sitting",photo_389_0.jpg
388,https://t.me/jotchuacontent/388,photo,2026-06-14 06:15:56,B,Sweating man choosing buy now or buy later,"buttons, choosing, panic",photo_388_0.jpg
387,https://t.me/jotchuacontent/387,photo,2026-06-14 06:15:55,B,Drake rejecting a beanie pup then picking Jotchua,"drake, no, approve",photo_387_0.jpg
386,https://t.me/jotchuacontent/386,photo,2026-06-14 06:15:53,B,Whisper about a moonshot giving someone goosebumps,"whisper, goosebumps, moonshot",photo_386_0.jpg
385,https://t.me/jotchuacontent/385,photo,2026-06-14 06:15:52,B,Sad Pablo waiting after missing the buy,"sad, waiting, regret",photo_385_0.jpg
384,https://t.me/jotchuacontent/384,photo,2026-06-14 06:15:52,B,Mocking SpongeBob repeating Jotchua is just a dog,"spongebob, mocking, sarcastic",photo_384_0.jpg
383,https://t.me/jotchuacontent/383,photo,2026-06-14 06:15:51,B,Couple in bed thinking he should have bought,"bed, thinking, regret",photo_383_0.jpg
382,https://t.me/jotchuacontent/382,photo,2026-06-14 06:15:50,B,Hand slamming the big blue buy button,"buying, slamming, smash",photo_382_0.jpg
381,https://t.me/jotchuacontent/381,photo,2026-06-14 06:15:50,B,Jotchua in an orange jumpsuit behind bars,"jail, prison, arrested",photo_381_0.jpg
380,https://t.me/jotchuacontent/380,photo,2026-06-14 06:15:49,B,Jotchua in blue pajamas sitting on the bed,"pajamas, bedtime, sleepy",photo_380_0.jpg
379,https://t.me/jotchuacontent/379,photo,2026-06-14 06:15:49,B,Club Jotchua holding whiskey and a bag of chips,"club, party, whiskey",photo_379_0.jpg
378,https://t.me/jotchuacontent/378,photo,2026-06-14 06:15:42,B,Jotchua sitting with paws folded at sunset,"cute, paws, sitting",photo_378_0.jpg
377,https://t.me/jotchuacontent/377,photo,2026-06-14 06:15:42,B,Astronaut Jotchua floating in space among planets,"astronaut, space, helmet",photo_377_0.jpg
376,https://t.me/jotchuacontent/376,photo,2026-06-14 06:15:39,B,Hungry Jotchua at a restaurant holding fork and knife,"hungry, restaurant, eating",photo_376_0.jpg
375,https://t.me/jotchuacontent/375,photo,2026-06-14 06:15:38,B,Jotchua eating a bowl of dip charts,"dip, hungry, eating",photo_375_0.jpg
374,https://t.me/jotchuacontent/374,photo,2026-06-14 06:15:38,B,Jotchua made entirely of sparkling diamonds,"diamond, shiny, crystal",photo_374_0.jpg
373,https://t.me/jotchuacontent/373,photo,2026-06-14 06:15:37,B,Blonde Jotchua on the mic at an interview,"blonde, microphone, interview",photo_373_0.jpg
372,https://t.me/jotchuacontent/372,photo,2026-06-14 06:15:37,B,Woman yelling at Jotchua sitting at dinner,"yelling, pointing, dinner",photo_372_0.jpg
371,https://t.me/jotchuacontent/371,photo,2026-06-14 06:15:36,B,Jotchua in a suit working at an office desk,"office, boss, suit",photo_371_0.jpg
